item_sku,product_name,product_category,supplier_name,Product Origin,order_date,arrival_date,supplier_lead_time_days,quantity_received,quantity_sold,items_spoiled,current_stock_level,base_price_php,Order Transaction ID,expiry_date,shelf life days,spoilage_sensitivity,base_price,cost_price,selling_price,daily_demand
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/18/2025,6/19/2025,1,63,62,1,0,245,TXN-500380,7/10/2025,21,Medium,245,185,245,7
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/18/2025,6/20/2025,2,144,140,4,0,155,TXN-502137,7/20/2025,30,Low,155,110,155,18
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/18/2025,6/20/2025,2,144,140,4,0,95,TXN-501522,7/4/2025,14,Medium,95,60,95,16
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/18/2025,6/20/2025,2,55,53,2,0,180,TXN-501522,6/27/2025,7,High,180,130,180,11
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/18/2025,6/20/2025,2,36,34,2,0,299,TXN-501522,6/30/2025,10,High,299,220,299,6
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/18/2025,6/19/2025,1,48,46,2,0,245,TXN-500380,7/10/2025,21,Medium,245,185,220.5,8
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/20/2025,1,90,86,4,0,165,TXN-500015,7/4/2025,14,High,165,120,148.5,15
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/21/2025,2,117,116,1,0,165,TXN-500015,7/5/2025,14,High,165,120,165,13
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/19/2025,6/20/2025,1,126,123,3,0,130,TXN-500473,7/4/2025,14,Medium,130,85,130,14
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/19/2025,6/20/2025,1,35,34,1,0,299,TXN-500500,6/30/2025,10,High,299,220,299,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/19/2025,6/21/2025,2,126,125,1,0,155,TXN-500473,7/21/2025,30,Low,155,110,155,18
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/19/2025,6/20/2025,1,171,167,4,0,155,TXN-500473,7/20/2025,30,Low,155,110,155,19
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/21/2025,2,98,97,1,0,165,TXN-500015,7/5/2025,14,High,165,120,165,14
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/21/2025,2,40,39,1,0,260,TXN-500015,8/5/2025,45,Low,260,190,260,5
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/21/2025,2,90,89,1,0,165,TXN-500015,7/5/2025,14,High,165,120,165,15
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/19/2025,6/21/2025,2,25,24,1,0,299,TXN-500500,7/1/2025,10,High,299,220,299,5
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/19/2025,6/20/2025,1,72,69,3,0,130,TXN-500473,7/4/2025,14,Medium,130,85,130,12
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/20/2025,1,98,97,1,0,165,TXN-500015,7/4/2025,14,High,165,120,165,14
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/19/2025,6/21/2025,2,77,75,2,0,180,TXN-500500,6/28/2025,7,High,180,130,180,11
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/20/2025,1,48,46,2,0,245,TXN-500015,7/11/2025,21,Medium,245,185,220.5,8
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/19/2025,6/20/2025,1,100,97,3,0,155,TXN-500473,7/20/2025,30,Low,155,110,139.5,20
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/19/2025,6/20/2025,1,120,115,5,0,155,TXN-500473,7/20/2025,30,Low,155,110,155,20
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/20/2025,1,40,38,2,0,245,TXN-500015,7/11/2025,21,Medium,245,185,220.5,8
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/20/2025,1,120,118,2,0,165,TXN-500015,7/4/2025,14,High,165,120,148.5,15
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/21/2025,2,72,69,3,0,245,TXN-500015,7/12/2025,21,Medium,245,185,245,8
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/19/2025,6/20/2025,1,153,150,3,0,95,TXN-500500,7/4/2025,14,Medium,95,60,95,17
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/19/2025,6/20/2025,1,153,148,5,0,155,TXN-500473,7/20/2025,30,Low,155,110,155,17
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/19/2025,6/21/2025,2,90,89,1,0,165,TXN-500015,7/5/2025,14,High,165,120,165,15
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/20/2025,6/21/2025,1,25,24,1,0,260,TXN-500589,8/5/2025,45,Low,260,190,260,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/20/2025,6/21/2025,1,114,110,4,0,155,TXN-500664,7/21/2025,30,Low,155,110,155,19
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/20/2025,6/21/2025,1,24,23,1,0,260,TXN-500589,8/5/2025,45,Low,260,190,260,4
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/20/2025,6/21/2025,1,42,41,1,0,245,TXN-500589,7/12/2025,21,Medium,245,185,245,7
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/20/2025,6/22/2025,2,136,130,6,0,155,TXN-500664,7/22/2025,30,Low,155,110,155,17
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/20/2025,6/21/2025,1,28,27,1,0,260,TXN-500589,8/5/2025,45,Low,260,190,260,4
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/20/2025,6/21/2025,1,95,94,1,0,155,TXN-500664,7/21/2025,30,Low,155,110,139.5,19
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/20/2025,6/21/2025,1,85,81,4,0,155,TXN-500664,7/21/2025,30,Low,155,110,155,17
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/20/2025,6/21/2025,1,30,29,1,0,299,TXN-502108,7/1/2025,10,High,299,220,299,5
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/20/2025,6/21/2025,1,72,70,2,0,180,TXN-502108,6/28/2025,7,High,180,130,180,12
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/20/2025,6/22/2025,2,55,54,1,0,180,TXN-502108,6/29/2025,7,High,180,130,180,11
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/20/2025,6/22/2025,2,80,78,2,0,95,TXN-502108,7/6/2025,14,Medium,95,60,95,16
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/21/2025,6/22/2025,1,45,43,2,0,299,TXN-500117,7/2/2025,10,High,299,220,299,5
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/21/2025,6/22/2025,1,78,77,1,0,130,TXN-501265,7/6/2025,14,Medium,130,85,130,13
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/21/2025,6/23/2025,2,35,34,1,0,260,TXN-501672,8/7/2025,45,Low,260,190,260,5
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/21/2025,6/22/2025,1,40,39,1,0,245,TXN-501672,7/13/2025,21,Medium,245,185,245,8
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/21/2025,6/23/2025,2,96,95,1,0,95,TXN-500117,7/7/2025,14,Medium,95,60,95,16
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/21/2025,6/23/2025,2,98,96,2,0,130,TXN-501265,7/7/2025,14,Medium,130,85,117,14
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/21/2025,6/22/2025,1,112,108,4,0,130,TXN-501265,7/6/2025,14,Medium,130,85,97.5,14
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/21/2025,6/22/2025,1,104,102,2,0,165,TXN-501672,7/6/2025,14,High,165,120,165,13
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/21/2025,6/23/2025,2,63,62,1,0,245,TXN-501672,7/14/2025,21,Medium,245,185,245,7
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/21/2025,6/23/2025,2,35,34,1,0,260,TXN-501672,8/7/2025,45,Low,260,190,260,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/21/2025,6/22/2025,1,102,98,4,0,155,TXN-501265,7/22/2025,30,Low,155,110,155,17
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/21/2025,6/23/2025,2,136,130,6,0,95,TXN-500117,7/7/2025,14,Medium,95,60,95,17
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/21/2025,6/23/2025,2,144,143,1,0,95,TXN-500117,7/7/2025,14,Medium,95,60,95,18
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/22/2025,6/23/2025,1,119,116,3,0,155,TXN-500559,7/23/2025,30,Low,155,110,155,17
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/23/2025,1,153,152,1,0,95,TXN-500649,7/7/2025,14,Medium,95,60,95,17
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/24/2025,2,144,141,3,0,95,TXN-500649,7/8/2025,14,Medium,95,60,95,16
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/22/2025,6/24/2025,2,45,43,2,0,260,TXN-501621,8/8/2025,45,Low,260,190,260,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/24/2025,2,36,35,1,0,299,TXN-500649,7/4/2025,10,High,299,220,269.1,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/24/2025,2,30,29,1,0,299,TXN-500649,7/4/2025,10,High,299,220,299,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/24/2025,2,30,29,1,0,299,TXN-500649,7/4/2025,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/24/2025,2,48,47,1,0,299,TXN-500649,7/4/2025,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/23/2025,1,25,24,1,0,299,TXN-500649,7/3/2025,10,High,299,220,299,5
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/23/2025,1,96,95,1,0,95,TXN-500649,7/7/2025,14,Medium,95,60,95,16
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/22/2025,6/24/2025,2,112,110,2,0,165,TXN-501621,7/8/2025,14,High,165,120,165,14
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/22/2025,6/24/2025,2,98,97,1,0,130,TXN-500559,7/8/2025,14,Medium,130,85,130,14
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/22/2025,6/23/2025,1,20,19,1,0,260,TXN-501621,8/7/2025,45,Low,260,190,260,4
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/23/2025,1,128,125,3,0,95,TXN-500649,7/7/2025,14,Medium,95,60,95,16
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/23/2025,1,45,44,1,0,299,TXN-500649,7/3/2025,10,High,299,220,299,5
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/22/2025,6/23/2025,1,84,83,1,0,130,TXN-500559,7/7/2025,14,Medium,130,85,130,12
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/22/2025,6/24/2025,2,48,47,1,0,299,TXN-500649,7/4/2025,10,High,299,220,299,6
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/23/2025,6/25/2025,2,40,39,1,0,245,TXN-500249,7/16/2025,21,Medium,245,185,245,8
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/23/2025,6/25/2025,2,96,94,2,0,95,TXN-500990,7/9/2025,14,Medium,95,60,95,16
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/23/2025,6/24/2025,1,36,35,1,0,299,TXN-500990,7/4/2025,10,High,299,220,299,6
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/23/2025,6/25/2025,2,162,159,3,0,155,TXN-501487,7/25/2025,30,Low,155,110,155,18
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/23/2025,6/24/2025,1,102,98,4,0,95,TXN-500990,7/8/2025,14,Medium,95,60,95,17
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/23/2025,6/24/2025,1,96,95,1,0,95,TXN-500990,7/8/2025,14,Medium,95,60,85.5,16
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/23/2025,6/25/2025,2,152,150,2,0,155,TXN-501487,7/25/2025,30,Low,155,110,155,19
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/23/2025,6/25/2025,2,64,61,3,0,245,TXN-500249,7/16/2025,21,Medium,245,185,245,8
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/23/2025,6/24/2025,1,162,157,5,0,95,TXN-500990,7/8/2025,14,Medium,95,60,95,18
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/23/2025,6/24/2025,1,84,82,2,0,165,TXN-500249,7/8/2025,14,High,165,120,165,14
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/23/2025,6/25/2025,2,120,117,3,0,155,TXN-501487,7/25/2025,30,Low,155,110,155,20
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/23/2025,6/24/2025,1,36,35,1,0,299,TXN-500990,7/4/2025,10,High,299,220,299,6
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/23/2025,6/24/2025,1,78,77,1,0,165,TXN-500249,7/8/2025,14,High,165,120,165,13
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/23/2025,6/25/2025,2,95,94,1,0,155,TXN-501487,7/25/2025,30,Low,155,110,155,19
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/23/2025,6/24/2025,1,128,125,3,0,95,TXN-500990,7/8/2025,14,Medium,95,60,95,16
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/23/2025,6/25/2025,2,32,31,1,0,260,TXN-500249,8/9/2025,45,Low,260,190,234,4
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/24/2025,6/25/2025,1,65,63,2,0,130,TXN-500091,7/9/2025,14,Medium,130,85,130,13
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/24/2025,6/26/2025,2,117,115,2,0,165,TXN-500633,7/10/2025,14,High,165,120,148.5,13
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/24/2025,6/26/2025,2,72,71,1,0,180,TXN-501513,7/3/2025,7,High,180,130,180,12
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/24/2025,6/26/2025,2,30,28,2,0,299,TXN-501513,7/6/2025,10,High,299,220,299,6
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/24/2025,6/25/2025,1,28,27,1,0,260,TXN-500633,8/9/2025,45,Low,260,190,260,4
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/24/2025,6/26/2025,2,49,47,2,0,245,TXN-500633,7/17/2025,21,Medium,245,185,220.5,7
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/24/2025,6/25/2025,1,117,116,1,0,165,TXN-500633,7/9/2025,14,High,165,120,165,13
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/24/2025,6/25/2025,1,119,116,3,0,95,TXN-501513,7/9/2025,14,Medium,95,60,95,17
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/24/2025,6/25/2025,1,88,77,11,0,180,TXN-501513,7/2/2025,7,High,180,130,162,11
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/24/2025,6/26/2025,2,77,76,1,0,180,TXN-501513,7/3/2025,7,High,180,130,180,11
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/24/2025,6/25/2025,1,72,70,2,0,180,TXN-501513,7/2/2025,7,High,180,130,180,12
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/24/2025,6/26/2025,2,48,47,1,0,245,TXN-500633,7/17/2025,21,Medium,245,185,245,8
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/24/2025,6/25/2025,1,180,179,1,0,155,TXN-500091,7/25/2025,30,Low,155,110,139.5,20
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/25/2025,6/27/2025,2,35,34,1,0,245,TXN-500791,7/18/2025,21,Medium,245,185,245,7
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/25/2025,6/27/2025,2,162,161,1,0,95,TXN-501125,7/11/2025,14,Medium,95,60,85.5,18
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/25/2025,6/26/2025,1,65,64,1,0,130,TXN-501759,7/10/2025,14,Medium,130,85,130,13
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/25/2025,6/27/2025,2,35,33,2,0,245,TXN-500791,7/18/2025,21,Medium,245,185,245,7
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/25/2025,6/26/2025,1,66,65,1,0,180,TXN-501125,7/3/2025,7,High,180,130,180,11
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/25/2025,6/27/2025,2,30,29,1,0,299,TXN-501125,7/7/2025,10,High,299,220,299,6
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/25/2025,6/27/2025,2,95,92,3,0,155,TXN-501759,7/27/2025,30,Low,155,110,155,19
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/25/2025,6/27/2025,2,40,38,2,0,299,TXN-501125,7/7/2025,10,High,299,220,299,5
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/25/2025,6/27/2025,2,78,77,1,0,130,TXN-501759,7/11/2025,14,Medium,130,85,97.5,13
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/25/2025,6/27/2025,2,133,128,5,0,155,TXN-501759,7/27/2025,30,Low,155,110,155,19
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/25/2025,6/27/2025,2,140,138,2,0,155,TXN-501759,7/27/2025,30,Low,155,110,116.25,20
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/25/2025,6/27/2025,2,180,174,6,0,155,TXN-501759,7/27/2025,30,Low,155,110,155,20
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/25/2025,6/27/2025,2,35,34,1,0,245,TXN-500791,7/18/2025,21,Medium,245,185,245,7
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/26/2025,6/28/2025,2,126,121,5,0,155,TXN-501535,7/28/2025,30,Low,155,110,155,18
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/26/2025,6/28/2025,2,30,28,2,0,299,TXN-501835,7/8/2025,10,High,299,220,299,6
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/26/2025,6/28/2025,2,120,115,5,0,95,TXN-501835,7/12/2025,14,Medium,95,60,95,15
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/26/2025,6/27/2025,1,72,69,3,0,130,TXN-501535,7/11/2025,14,Medium,130,85,117,12
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/26/2025,6/27/2025,1,60,57,3,0,130,TXN-501535,7/11/2025,14,Medium,130,85,130,12
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/26/2025,6/27/2025,1,96,84,12,0,180,TXN-501835,7/4/2025,7,High,180,130,180,12
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/26/2025,6/28/2025,2,45,44,1,0,299,TXN-501835,7/8/2025,10,High,299,220,224.25,5
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/26/2025,6/28/2025,2,104,100,4,0,130,TXN-501535,7/12/2025,14,Medium,130,85,130,13
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/26/2025,6/27/2025,1,99,77,22,0,180,TXN-501835,7/4/2025,7,High,180,130,180,11
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/27/2025,6/29/2025,2,160,156,4,0,155,TXN-500236,7/29/2025,30,Low,155,110,155,20
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/27/2025,6/28/2025,1,85,81,4,0,95,TXN-500789,7/12/2025,14,Medium,95,60,95,17
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/27/2025,6/28/2025,1,35,34,1,0,260,TXN-500905,8/12/2025,45,Low,260,190,260,5
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",6/27/2025,6/28/2025,1,80,70,10,0,180,TXN-500789,7/5/2025,7,High,180,130,180,10
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/27/2025,6/28/2025,1,91,89,2,0,130,TXN-500236,7/12/2025,14,Medium,130,85,130,13
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/27/2025,6/28/2025,1,56,54,2,0,245,TXN-500905,7/19/2025,21,Medium,245,185,220.5,8
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",6/27/2025,6/28/2025,1,100,97,3,0,155,TXN-500236,7/28/2025,30,Low,155,110,155,20
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/27/2025,6/29/2025,2,49,47,2,0,245,TXN-500905,7/20/2025,21,Medium,245,185,245,7
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",6/27/2025,6/28/2025,1,25,24,1,0,260,TXN-500905,8/12/2025,45,Low,260,190,260,5
